,epoch,train_loss,train_BA,train_auroc,val_loss,val_BA,val_auroc,test_loss,test_BA,test_auroc
0,1,0.6183393001556396,[0.54217586],[0.51540984],0.5551028188783675,[0.57142857],[0.48760331],0.5665396314579993,[0.41820988],[0.36213992]
1,2,0.7953840494155884,[0.52041729],[0.48631893],0.6601939148677047,[0.5974026],[0.51475797],0.6708888899884187,[0.5632716],[0.66975309]
2,3,0.8093403577804565,[0.52861401],[0.475231],0.6712339963996783,[0.5974026],[0.50177096],0.6766677500854712,[0.55709877],[0.67901235]
3,4,0.6507119536399841,[0.5338301],[0.4790462],0.5549225625582039,[0.58441558],[0.52184179],0.552814589580521,[0.54475309],[0.70061728]
4,5,0.8722618818283081,[0.54605067],[0.50921013],0.8472474245354533,[0.62337662],[0.5974026],0.8252714592963457,[0.60802469],[0.77057613]
5,6,1.137955665588379,[0.5509687],[0.50408346],1.1196165145374835,[0.62987013],[0.60212515],1.0853673689998686,[0.60339506],[0.76851852]
6,7,0.7524186968803406,[0.54932936],[0.50307004],0.7079240987077355,[0.61038961],[0.58913813],0.6720016789622605,[0.7037037],[0.76028807]
7,8,0.6247685551643372,[0.52011923],[0.4690313],0.5480090386699885,[0.61688312],[0.51593861],0.5412828983971849,[0.58024691],[0.66872428]
8,9,0.6421328783035278,[0.50968703],[0.44900149],0.552707446157001,[0.59090909],[0.47343566],0.5475108963437378,[0.57561728],[0.60288066]
9,10,0.649165153503418,[0.50968703],[0.45078987],0.5564120145572815,[0.61038961],[0.46635183],0.548673314624466,[0.52006173],[0.60082305]
10,11,0.6512696146965027,[0.50968703],[0.44900149],0.5576715174829587,[0.61038961],[0.46517119],0.5485381229082122,[0.52006173],[0.59876543]
11,12,0.6515897512435913,[0.50968703],[0.44941878],0.5579607736726757,[0.6038961],[0.46753247],0.5481029624934308,[0.52623457],[0.5936214]
12,13,0.6511130928993225,[0.50968703],[0.44971684],0.5578140282159438,[0.5974026],[0.46753247],0.547568220528774,[0.52623457],[0.5936214]
13,14,0.6502178311347961,[0.50968703],[0.44977645],0.5574522729584714,[0.5974026],[0.46753247],0.5470028928830288,[0.52623457],[0.59567901]
